0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,emotion
-654.92993,71.5745,7.4494834,16.785378,5.796697,6.844951,-6.0218377,-7.2772756,-10.083583,-7.048621,1.1832781,1.3138243,0.24729215,198.73572,78.93107,20.80665,20.4473,19.65762,12.7183075,12.90727,14.952801,15.183019,10.204643,11.457453,7.833087,8.117943,0.457895,0.5470455,0.47853187,0.4146666,0.39659706,0.3601463,0.37762752,0.39716357,0.44431257,0.5762445,0.7047805,0.48985854,0.01904195,0.010564138,0.008851314,0.005762369,0.000993133,0.00030512395,0.0010047368,0.0007270508,0.00035732423,0.0001238724,5.4604723e-05,7.159628e-05,1.8918e-05,0.00013557682,0.0007433421,0.00077325525,0.00017359946,4.3378925e-05,2.7047747e-05,2.3050176e-05,2992.7534,5231.989,2382.0747,21.262293,0.1356393,0.27975887,0.0027262906,1805.002,1166.3008,135.99918,1.146604e-06,1.5418944e-06,-0.064057596,0.036958966,-0.0510603,calm
-633.15436,76.8335,-2.7698066,18.25052,6.6065407,3.407945,-5.2671013,-9.88747,-11.922186,-5.587942,3.965386,-1.133796,0.5591402,184.88889,79.75195,26.657259,20.588455,19.077694,14.103409,13.725052,13.144923,13.979128,10.303981,11.859977,8.534927,8.509392,0.41484195,0.5229249,0.5559139,0.5301185,0.49924022,0.49606735,0.4770349,0.48221204,0.47833622,0.48912227,0.5154778,0.4402977,0.02024644,0.012001195,0.012340155,0.011608681,0.0016745217,0.00034547117,0.0033421514,0.0012117059,0.00050519983,0.00014294698,9.839004e-05,0.00013612183,3.4950674e-05,7.366633e-05,0.00015601613,0.0003734358,0.0002948834,6.922777e-05,3.093255e-05,1.782558e-05,2945.4346,5178.4043,2303.3503,21.101618,0.1490144,0.25435698,0.0028248704,1836.7888,1155.4418,184.57031,7.0557704e-08,1.4866049e-06,-0.058600213,0.022907177,-0.07838303,calm
-617.6649,72.74564,-5.143164,14.449506,4.822279,-3.4158645,-6.607715,-7.7025323,-13.36472,-2.8036423,-1.5462348,-7.905727,1.3084953,190.74117,68.89912,23.778603,22.271511,19.575787,16.59322,13.069957,12.770392,17.344048,11.263176,11.357372,11.4317875,9.906282,0.57285696,0.6144698,0.5511351,0.5364829,0.56753093,0.5900362,0.49377683,0.49516514,0.5056384,0.47901574,0.4939786,0.5587149,0.061631218,0.07024817,0.081398,0.038673285,0.009581247,0.0035225304,0.0033735284,0.0032213992,0.0027776617,0.000911649,0.00074672524,0.00058010453,0.00045079118,0.00085291156,0.0001590695,0.00011903416,7.553153e-05,2.8752429e-05,1.3611493e-05,9.767665e-06,2834.91,5492.292,2476.1917,20.93274,0.12104856,0.34844875,0.004918073,1602.2616,1100.9897,143.55469,-1.4452112e-08,8.14483e-07,-0.05890971,0.018293755,-0.021418061,happy
-604.7417,72.35882,-7.039867,17.524006,7.22879,-2.1225252,-7.889883,-5.8134108,-16.041372,-1.8281693,-0.09391397,-7.5870624,3.6979816,185.32352,68.29932,29.256037,21.376228,19.054314,18.164198,16.1933,12.411876,20.318346,11.269977,9.526469,13.009425,11.474676,0.5685665,0.57938176,0.5200731,0.5501625,0.55031866,0.54001456,0.46467298,0.48692542,0.47025988,0.47063315,0.53518754,0.57549417,0.06697898,0.07675828,0.09435385,0.0788267,0.017551584,0.0043397658,0.010416896,0.007321193,0.004412338,0.002706348,0.0014250454,0.0013334721,0.0006778519,0.0017080756,0.000105677274,4.307788e-05,7.6868986e-05,3.357351e-05,1.1664311e-05,5.920972e-06,2642.6694,5173.683,2368.8723,21.08056,0.12552391,0.30133715,0.0056587034,1809.1189,1137.424,135.99918,-3.753407e-07,8.890562e-07,-0.018464837,0.011492672,0.029082352,happy
-624.7452,73.17284,-2.7967308,15.163057,2.1096773,-0.23702028,-6.7081656,-8.6099825,-16.247543,-3.9305067,2.7480261,-8.27104,2.242188,182.04866,72.36085,25.390905,20.058306,18.769405,18.169176,13.661779,14.742623,17.218037,12.101634,11.277318,10.401149,10.517689,0.50636727,0.53694355,0.52358264,0.43383148,0.40690875,0.4157865,0.44378546,0.5277565,0.53034407,0.5242604,0.58810574,0.5271881,0.051270925,0.059985682,0.058988202,0.03444218,0.008020478,0.001892877,0.0051751747,0.0027328914,0.0011139935,0.0005646325,0.0003312969,0.00058462797,0.0002127816,0.00036371677,0.00010618427,0.000102236336,0.00015044927,5.2636795e-05,2.088471e-05,1.28417505e-05,2867.2126,5418.085,2399.2583,20.990065,0.14218904,0.29054987,0.0044117887,1772.1353,1152.9076,95.703125,1.9229708e-08,1.1777494e-06,-0.05092032,0.046911687,0.032916814,happy
-609.8511,67.12106,-2.7217035,20.874361,1.147048,-0.87490386,-4.1942916,-8.3853,-16.975025,-5.4516034,-0.004866145,-6.5667443,2.6523442,195.15338,73.5033,23.634705,24.187115,21.130133,20.078611,14.157887,13.906587,19.259626,11.939057,12.540384,12.072055,10.082771,0.5126186,0.5177867,0.54601043,0.53363746,0.4435642,0.414427,0.42499048,0.41539338,0.49899873,0.4892478,0.49630332,0.5776973,0.043961797,0.053657833,0.04924202,0.029919848,0.006878187,0.0017010047,0.0037544712,0.0021132661,0.0012158823,0.00050048064,0.00046978222,0.0006960797,0.00034690683,0.0006838719,0.0006200329,0.0007043455,0.0005082415,0.0001075019,5.7038313e-05,4.3256332e-05,2863.5283,5290.1284,2351.5237,21.483068,0.1025266,0.34659705,0.0046139476,1737.6161,1183.2964,172.26562,2.7922388e-08,1.6236385e-06,-0.049176123,0.0077421437,-0.015094783,happy
-557.18335,59.017,-7.7935095,6.5844817,-2.0007267,-1.8441817,-14.622894,-10.370557,-13.387652,-11.169496,-1.083439,-8.659691,-2.3286145,190.22296,59.59987,24.615181,19.640854,24.70779,16.4418,21.610737,13.340468,14.231906,13.269961,10.182315,12.061736,9.328159,0.39795044,0.40714183,0.556611,0.5048366,0.44515017,0.4921841,0.48853904,0.5006213,0.42216113,0.36084014,0.40334383,0.47317165,0.09088939,0.11467972,0.15741831,0.13434264,0.06999571,0.030995622,0.04926625,0.026913475,0.008218368,0.0028165965,0.0022323676,0.0018195254,0.00056538,0.0007389428,0.00039067847,0.00044115348,0.0002850259,0.00013699803,6.948048e-05,4.0164527e-05,2997.838,5611.1387,2485.1692,21.433075,0.14038734,0.29963568,0.0078728935,1845.154,1140.232,123.046875,-2.9652849e-08,-1.8176452e-08,-0.03536907,0.04660547,0.047954105,happy
-525.4161,65.63713,-14.535282,6.0303335,2.3343506,-2.8081133,-13.947023,-9.671214,-17.987001,-9.413152,3.5330377,-9.907562,-2.3540614,167.68747,56.850143,25.859299,17.344465,23.41567,14.727785,17.882528,13.231646,19.68405,18.032318,10.708066,13.910875,9.62386,0.35625622,0.44155568,0.38284954,0.35973716,0.4386625,0.5309231,0.4822988,0.5197143,0.5138079,0.39910048,0.36531767,0.31206766,0.14975154,0.1943899,0.2043026,0.26340488,0.06652296,0.027668823,0.17778158,0.040192515,0.008763014,0.011889508,0.004731697,0.0044608377,0.0020871395,0.002509593,0.00018637149,0.00034588194,0.00039902437,0.0001577197,6.315285e-05,2.9479172e-05,2318.4055,4409.2544,2218.1953,22.104712,0.06514809,0.23080303,0.00990415,1682.514,1040.0955,112.347145,-5.7754954e-07,5.84973e-07,-0.048242413,0.0016366226,-0.019826174,happy
-461.73404,60.666733,-14.954896,8.714718,-1.1689533,-4.2407346,-14.565378,-12.59824,-24.225513,-6.8274956,-0.38116407,-12.332831,0.058865122,167.67583,62.22183,27.506035,19.341734,22.908865,20.310354,16.806236,14.52821,19.911354,13.14693,12.666541,13.135317,9.695565,0.36137053,0.3874008,0.3657608,0.41621038,0.4533484,0.51570743,0.44191283,0.493211,0.5102862,0.41466168,0.402496,0.37969065,0.250446,0.38475835,0.59219384,0.31825978,0.06960568,0.03385653,0.029836118,0.039889857,0.038218677,0.016995914,0.0095093455,0.009032374,0.0068935826,0.013719059,0.00077397225,0.0011206754,0.0019724108,0.0009475698,0.00035276718,0.00017287424,2815.9495,5058.1494,2297.3801,22.971777,0.08633124,0.22020358,0.014276092,1802.2085,1146.0073,184.57031,2.0128766e-08,1.1653792e-06,-0.05870382,0.028914342,0.013940455,happy
-478.5175,63.01322,-13.330892,7.06112,-2.0899312,-5.766535,-14.014148,-12.981698,-23.12286,-9.875229,-2.538891,-9.424001,-0.53095627,181.1635,66.136475,28.641375,19.38459,23.562195,19.418571,15.751919,16.58144,18.860493,12.305252,9.778383,12.877681,10.351137,0.44204828,0.43196183,0.4399212,0.45641947,0.5032532,0.4726284,0.44358492,0.49244368,0.4566471,0.3788088,0.39111876,0.4440916,0.20212853,0.23610932,0.4014752,0.4015165,0.087125085,0.044475436,0.069977336,0.047794882,0.027926888,0.010941205,0.00568119,0.005138816,0.004430914,0.006926578,0.0026066722,0.0026395372,0.0017434178,0.001564622,0.001276161,0.0010345062,2948.5464,5387.1104,2371.0327,22.77381,0.11832111,0.259375,0.013352073,1778.5221,1146.9387,95.703125,5.6032533e-08,9.646064e-07,-0.013020275,0.025711715,-0.004604212,happy
-635.3394,76.43204,-3.316652,17.484627,8.464238,-3.974326,-3.5038831,-11.079562,-14.081592,-5.6026344,-5.1801105,-2.1117346,-1.03051,161.93681,68.227,23.52545,22.544094,17.984972,16.198292,12.899007,13.267985,14.559334,9.524143,9.505415,10.043205,11.011057,0.57979006,0.61948466,0.56269425,0.5086501,0.45387036,0.36819878,0.3429909,0.4135512,0.48359004,0.4955477,0.52762717,0.5457775,0.022024961,0.025031285,0.019749075,0.007868565,0.0009050817,0.00043792458,0.0010101147,0.0008120789,0.0004076029,0.00030267827,0.0002995121,0.00030734038,0.00011973298,0.00030722923,0.00020701227,0.00024821114,5.4361324e-05,9.116368e-06,7.255423e-06,9.612847e-06,2788.452,5274.889,2426.415,20.809668,0.15501125,0.262808,0.00274501,1830.332,1134.4468,107.666016,-1.9856339e-08,2.5553567e-07,-0.02364642,0.05448058,0.014578808,sad
-665.4506,77.56654,-1.324561,19.562101,10.074896,-0.5747197,0.18488687,-9.01074,-12.226952,-6.5652666,-2.0868657,-2.406623,-2.0944493,180.19257,67.26129,27.741488,22.255215,17.536848,16.692545,11.456872,12.869228,13.108448,8.626337,9.291861,8.628064,8.25741,0.47031176,0.5154897,0.51562876,0.51670265,0.5483389,0.49400765,0.4409765,0.4594422,0.56319046,0.5394967,0.467074,0.42799893,0.017608907,0.01850308,0.012988564,0.007072942,0.0012298911,0.00067419634,0.00447307,0.0010970756,0.00048125305,0.00014447441,0.00019189403,0.00022278397,8.348445e-05,0.00012230838,4.300789e-05,3.235886e-05,1.8098912e-05,5.406514e-06,6.077504e-06,7.879809e-06,2740.9214,5475.148,2487.4536,20.7128,0.11773554,0.31084734,0.0023710795,1694.7424,1118.4586,123.046875,3.7940552e-08,1.2550372e-06,-0.06234302,-0.0062988955,-0.017263032,sad
-707.58325,70.143616,-4.0243645,16.276506,7.631593,-2.0766406,-2.0330076,-8.812694,-12.769,-4.45842,-1.1752763,-1.5897104,-1.5073599,194.23111,77.264366,24.619522,21.224527,16.302938,15.54255,9.110492,13.887663,15.322366,10.481346,8.844396,5.632936,8.579282,0.5997083,0.6086901,0.5728042,0.62172437,0.56349397,0.47086155,0.49366608,0.53882504,0.62609684,0.6795482,0.5957408,0.59361666,0.010411422,0.009286002,0.014454795,0.009404582,0.0007202316,0.0006340169,0.0016493918,0.00070260843,0.00036924632,7.236502e-05,9.42335e-05,0.00011748517,5.9040212e-05,9.421034e-05,6.6725785e-05,9.211879e-05,2.5514972e-05,8.952616e-06,9.675635e-06,9.077477e-06,3162.0103,5817.0293,2456.154,19.365032,0.2735852,0.26261267,0.0020351831,1869.4763,1141.8613,71.77734,1.9211555e-08,1.4706411e-06,-0.007506187,-0.023289261,-0.004782929,sad
-690.6565,66.88308,0.7830215,17.508816,6.7494617,-0.19734453,1.384586,-8.455477,-13.747969,-4.4774103,-2.7048624,-2.7846103,-0.08268803,190.71443,74.42659,25.166561,23.757933,15.066391,14.612436,9.0422125,13.844127,18.237158,9.22411,10.377379,7.179755,7.6431055,0.5785124,0.53816074,0.5088204,0.5429762,0.5319551,0.5096381,0.49171495,0.5183488,0.5459876,0.5468177,0.59058297,0.6506883,0.017065262,0.018187791,0.024722947,0.008832392,0.00072154665,0.0003074828,0.003150882,0.001118924,0.00077181036,0.00014893163,0.00019722417,0.00014374153,0.00021808021,0.000321133,0.00019786872,0.0003148753,9.6020674e-05,1.9811147e-05,2.5361698e-05,2.67517e-05,3112.3635,5872.0215,2501.681,19.764465,0.20003022,0.33923528,0.002575712,1850.1012,1164.7561,71.77734,9.28583e-09,1.0138976e-06,-0.016935341,0.0053275237,0.07188004,sad
-624.7601,77.32271,-0.040977832,20.314777,9.103449,-2.9975524,-1.754604,-9.959387,-12.272593,-2.1610274,-3.2407758,-3.428917,-0.29821855,170.79688,74.4705,26.094294,23.905096,17.628029,17.655918,11.196281,14.247726,16.349573,10.939978,11.111512,10.583252,9.513495,0.54489684,0.45368823,0.43104666,0.45950177,0.49009794,0.43403405,0.41856056,0.459182,0.5011056,0.6001112,0.6214589,0.57483655,0.034288015,0.041380543,0.034762066,0.0120425625,0.0014760508,0.000570245,0.0010145928,0.0012710688,0.000886482,0.00035812537,0.00026772096,0.0002903369,0.000108877284,0.00026726592,0.000100436024,0.0002258259,0.00013023289,3.4512028e-05,2.3987383e-05,1.7399567e-05,2652.7927,5102.458,2364.372,21.410255,0.11081267,0.27392954,0.003688389,1812.7164,1154.0177,107.666016,2.5312039e-08,6.6706076e-07,-0.05135185,0.053187888,-0.04071987,sad
-588.0421,62.543705,-6.1096635,12.850621,4.4851627,-4.51383,-10.725257,-8.844554,-18.670126,-5.4939,-2.7445745,-8.592841,0.38232598,178.20964,68.65462,26.431337,19.181479,18.608997,16.847603,13.444013,13.337875,19.691145,8.719766,9.642411,12.156752,9.741676,0.50978714,0.4933296,0.47126192,0.4518591,0.50567055,0.45348096,0.42951822,0.51135755,0.4774944,0.410816,0.47224712,0.56843126,0.07122753,0.087420225,0.1289871,0.074429385,0.010206767,0.009954963,0.030794188,0.0065752454,0.0038246128,0.0012245837,0.0008810186,0.00097130757,0.00043603734,0.00072608533,0.00011473825,0.00012668746,0.00010086759,5.7146488e-05,2.2610779e-05,2.0457514e-05,3064.0938,5763.1133,2482.167,20.906878,0.19430529,0.26481745,0.005918223,1907.557,1157.5334,89.10291,4.060796e-09,6.9254696e-07,-0.029212479,0.03857206,0.023887832,sad
-579.2757,67.96274,-7.2322545,16.873793,4.7673697,-3.4902565,-8.522131,-11.564636,-22.936941,-6.0994344,-2.845628,-9.018747,0.42405164,178.97249,73.91193,29.13454,20.116753,17.98535,18.803366,11.968283,16.672537,24.11077,9.0450115,8.168168,10.851456,10.361632,0.50243765,0.51030725,0.45535663,0.44912383,0.44388914,0.4828772,0.44681713,0.5006657,0.550858,0.547497,0.5544897,0.5100905,0.07389691,0.09906248,0.13853699,0.053080596,0.0055308114,0.002292877,0.0057137064,0.008106642,0.0050308076,0.0019523251,0.0016412924,0.0011863043,0.0015066135,0.0019220295,0.00023369964,0.00050024816,0.0003458261,8.660806e-05,5.218104e-05,6.133777e-05,2911.3398,5418.996,2333.959,21.57624,0.18058905,0.25433066,0.006230089,1847.2974,1147.0687,103.359375,4.585274e-09,6.5259457e-07,-0.03300725,0.0121224215,-0.068046674,sad
-559.40454,62.791447,-5.2115827,16.395334,2.764341,-3.9567993,-8.73322,-11.044166,-19.826826,-4.805034,-1.7142737,-7.5731735,0.5055547,196.95523,67.756386,24.181957,21.062582,15.816707,18.74812,12.954782,16.517487,22.738918,9.744233,11.374364,10.910097,10.860554,0.5240799,0.52116144,0.5097601,0.5152743,0.46591353,0.43931204,0.439891,0.43888983,0.44456917,0.4449005,0.51396596,0.54441255,0.07995325,0.13940038,0.16290666,0.1034497,0.006192496,0.003168144,0.005400187,0.0055427155,0.0062791775,0.0031790943,0.0018309905,0.0016499126,0.0014313844,0.0043809223,0.0011015981,0.00211073,0.00079952244,0.0002215021,0.00012839178,0.00011811596,3022.6226,5610.062,2428.7222,21.825523,0.16410705,0.31445312,0.007583583,1850.8463,1162.1586,184.57031,2.811228e-08,9.662693e-07,-0.027281106,0.045438636,0.046025362,sad
-493.3474,54.38096,-7.9601645,16.022602,-2.013234,-3.7764597,-5.7125487,-2.0175767,-16.124369,-6.2394433,-1.1758038,-6.1724176,-0.9436918,182.5198,62.232994,24.686821,27.415815,21.792166,19.852638,15.7446,11.893927,16.92822,12.929862,12.380669,9.877645,8.312544,0.42294586,0.49210593,0.53066194,0.5267696,0.43697825,0.42280522,0.41751498,0.36504778,0.40465114,0.48865876,0.4658562,0.38002005,0.2046731,0.20928219,0.26393273,0.22439763,0.17153732,0.06295588,0.07527558,0.0295349,0.018548787,0.005135732,0.0054620695,0.010441819,0.0059546186,0.0063567343,0.0017347868,0.0022427407,0.0023899283,0.0009372144,0.00034549032,0.00014007466,3038.4844,5500.1597,2366.413,20.86051,0.17584777,0.23964843,0.011141715,1839.0153,1144.528,112.347145,3.325141e-07,2.0009567e-05,-0.0791652,0.027615799,0.08601536,angry
-467.23145,51.970486,-7.2558975,10.258113,-4.7338095,-4.9934072,-9.361728,-11.243205,-17.251888,-8.872731,-5.933571,-8.581942,-4.5540757,180.70052,57.567444,30.502064,27.022635,27.312328,16.77128,19.05228,12.974234,14.663133,12.979289,10.931853,9.993358,9.155661,0.4794052,0.5104851,0.47784713,0.5078674,0.45347258,0.43772423,0.41865927,0.43646422,0.41547734,0.3877001,0.39426678,0.4018028,0.18632452,0.45953572,0.28664413,0.21256973,0.08084307,0.047943596,0.055943787,0.031345278,0.015908133,0.009174069,0.013901094,0.012579566,0.00700063,0.004696224,0.003507552,0.004044921,0.0038441329,0.0012075617,0.00089271896,0.00056446035,3312.9302,5924.6953,2505.5493,21.292181,0.12249883,0.251555,0.012680983,1832.8611,1149.6714,107.666016,-4.833564e-07,9.943836e-07,-0.04611527,0.026518328,-0.00057964167,angry
